Entry	Reviewed	Entry Name	Length	Pfam	PDB
A0A2E2V0Z6	unreviewed	A0A2E2V0Z6_9GAMM	316	PF12345;PF04055;	
A0A2E2W208	unreviewed	A0A2E2W208_9GAMM	324	PF12345;PF04055;	
A0A2E2XIJ0	unreviewed	A0A2E2XIJ0_9GAMM	332	PF12345;PF04055;	
A0A2E3AA14	unreviewed	A0A2E3AA14_9FLAO	351	PF12345;PF04055;	
A0A2E3CUM1	unreviewed	A0A2E3CUM1_9GAMM	321	PF12345;PF04055;	
A0A2E3EC55	unreviewed	A0A2E3EC55_9BACT	312	PF12345;PF04055;	
A0A2E3F4F9	unreviewed	A0A2E3F4F9_9FLAO	357	PF12345;PF04055;	
A0A2E3IW66	unreviewed	A0A2E3IW66_9BACT	341	PF12345;	
A0A2E3KTG3	unreviewed	A0A2E3KTG3_9GAMM	320	PF12345;PF04055;	
A0A2E3N113	unreviewed	A0A2E3N113_9FLAO	348	PF12345;	
A0A2E3NHL3	unreviewed	A0A2E3NHL3_9DELT	323	PF12345;PF04055;	
A0A2E3QZI2	unreviewed	A0A2E3QZI2_9BACT	364	PF12345;PF04055;	
A0A2E3SA87	unreviewed	A0A2E3SA87_9FLAO	351	PF12345;PF04055;	
A0A2E3UNB2	unreviewed	A0A2E3UNB2_9GAMM	320	PF12345;PF04055;	
A0A2E3VQS0	unreviewed	A0A2E3VQS0_9FLAO	362	PF12345;PF04055;	
A0A2E4BKC3	unreviewed	A0A2E4BKC3_9FLAO	358	PF12345;	
A0A2E4CFR8	unreviewed	A0A2E4CFR8_9BACT	336	PF12345;	
A0A2E4EBB6	unreviewed	A0A2E4EBB6_9FLAO	354	PF12345;PF04055;	
A0A2E4G3Y4	unreviewed	A0A2E4G3Y4_9BACT	350	PF12345;PF04055;	
A0A2E4G4A4	unreviewed	A0A2E4G4A4_9GAMM	320	PF12345;	
A0A2E4G7Q7	unreviewed	A0A2E4G7Q7_9GAMM	320	PF12345;PF04055;	
A0A2E4IAW8	unreviewed	A0A2E4IAW8_9BACT	351	PF12345;	
A0A2E4JZE3	unreviewed	A0A2E4JZE3_9GAMM	320	PF12345;PF04055;	
A0A2E4LIP3	unreviewed	A0A2E4LIP3_9GAMM	320	PF12345;PF04055;	
A0A2E4LMQ3	unreviewed	A0A2E4LMQ3_9CYAN	219	PF12345;PF04055;	
A0A2E4N0K6	unreviewed	A0A2E4N0K6_9BACT	337	PF12345;	
A0A2E4PNK4	unreviewed	A0A2E4PNK4_FLASP	350	PF12345;PF04055;	
A0A2E4QH27	unreviewed	A0A2E4QH27_9EURY	318	PF12345;PF04055;	
A0A2E4R8U1	unreviewed	A0A2E4R8U1_9BURK	319	PF12345;PF04055;	
A0A2E4T9J8	unreviewed	A0A2E4T9J8_9GAMM	319	PF12345;PF04055;	
A0A2E4UQ11	unreviewed	A0A2E4UQ11_9GAMM	327	PF12345;	
A0A2E4X8L5	unreviewed	A0A2E4X8L5_9PROT	317	PF12345;PF04055;	
A0A2E4YFJ3	unreviewed	A0A2E4YFJ3_9GAMM	319	PF12345;PF04055;	
A0A2E5B4C9	unreviewed	A0A2E5B4C9_9FLAO	358	PF12345;PF04055;	
A0A2E5BH68	unreviewed	A0A2E5BH68_9FLAO	351	PF12345;PF04055;	
A0A2E5C4P1	unreviewed	A0A2E5C4P1_9GAMM	324	PF12345;PF04055;	
A0A2E5EP32	unreviewed	A0A2E5EP32_9BACT	314	PF12345;	
A0A2E5G7M6	unreviewed	A0A2E5G7M6_9BACT	346	PF12345;PF04055;	
A0A2E5GKX1	unreviewed	A0A2E5GKX1_9FLAO	355	PF12345;PF04055;	
A0A2E5J947	unreviewed	A0A2E5J947_9GAMM	319	PF12345;PF04055;	
A0A2E5JHP4	unreviewed	A0A2E5JHP4_9PROT	314	PF12345;	
A0A2E5QN15	unreviewed	A0A2E5QN15_9BACT	605	PF12345;PF04055;	
A0A2E5RWV4	unreviewed	A0A2E5RWV4_9LEPT	349	PF12345;	
A0A2E5TA86	unreviewed	A0A2E5TA86_9GAMM	320	PF12345;PF04055;	
A0A2E5X4E8	unreviewed	A0A2E5X4E8_9BACT	319	PF12345;PF04055;	
A0A2E5YPN3	unreviewed	A0A2E5YPN3_9DELT	318	PF12345;PF04055;	
A0A2E6ESW7	unreviewed	A0A2E6ESW7_9RICK	322	PF12345;	
A0A2E6EVV0	unreviewed	A0A2E6EVV0_9FLAO	351	PF12345;PF04055;	
A0A2E6I2R4	unreviewed	A0A2E6I2R4_9BACT	340	PF12345;PF04055;	
A0A2E6IY80	unreviewed	A0A2E6IY80_9GAMM	316	PF12345;PF04055;	
A0A2E6JSR8	unreviewed	A0A2E6JSR8_PSESP	325	PF12345;PF04055;	
A0A2E6M4W7	unreviewed	A0A2E6M4W7_9FLAO	351	PF12345;PF04055;	
A0A2E6PFZ8	unreviewed	A0A2E6PFZ8_9GAMM	320	PF12345;PF04055;	
A0A2E6RAE8	unreviewed	A0A2E6RAE8_9GAMM	321	PF12345;PF04055;	
A0A2E6SX49	unreviewed	A0A2E6SX49_9FLAO	345	PF12345;PF04055;	
A0A2E6TTE2	unreviewed	A0A2E6TTE2_9BACT	314	PF12345;PF04055;	
A0A2E6VE47	unreviewed	A0A2E6VE47_9FLAO	351	PF12345;PF04055;	
A0A2E6VNZ4	unreviewed	A0A2E6VNZ4_9DELT	304	PF12345;PF04055;	
A0A2E7C304	unreviewed	A0A2E7C304_9GAMM	319	PF12345;PF04055;	
A0A2E7DP78	unreviewed	A0A2E7DP78_9GAMM	320	PF12345;PF04055;	
A0A2E7E7E1	unreviewed	A0A2E7E7E1_9GAMM	316	PF12345;PF04055;	
A0A2E7GBB7	unreviewed	A0A2E7GBB7_9PROT	321	PF12345;PF04055;	
A0A2E7K7Z2	unreviewed	A0A2E7K7Z2_9PLAN	348	PF12345;PF04055;	
A0A2E7KXL3	unreviewed	A0A2E7KXL3_9BACT	323	PF12345;	
A0A2E7LWU9	unreviewed	A0A2E7LWU9_9SYNE	317	PF12345;PF04055;	
A0A2E7MIZ6	unreviewed	A0A2E7MIZ6_9FLAO	351	PF12345;PF04055;	
A0A2E7QM11	unreviewed	A0A2E7QM11_9BACT	314	PF12345;	
A0A2E7RID4	unreviewed	A0A2E7RID4_9BACT	313	PF12345;	
A0A2E7XIT7	unreviewed	A0A2E7XIT7_9GAMM	320	PF12345;PF04055;	
A0A2E7YTW2	unreviewed	A0A2E7YTW2_9BACT	605	PF12345;PF04055;	
A0A2E8C7J2	unreviewed	A0A2E8C7J2_9GAMM	322	PF12345;PF04055;	
A0A2E8DHJ7	unreviewed	A0A2E8DHJ7_9FLAO	351	PF12345;PF04055;	
A0A2E8F7J5	unreviewed	A0A2E8F7J5_9GAMM	320	PF12345;PF04055;	
A0A2E8G4K9	unreviewed	A0A2E8G4K9_9GAMM	318	PF12345;PF04055;	
A0A2E8HN15	unreviewed	A0A2E8HN15_9BACT	355	PF12345;	
A0A2E8HXA4	unreviewed	A0A2E8HXA4_9PROT	321	PF12345;PF04055;	
A0A2E8IA80	unreviewed	A0A2E8IA80_9FLAO	355	PF12345;PF04055;	
A0A2E8IMG9	unreviewed	A0A2E8IMG9_9GAMM	325	PF12345;PF04055;	
A0A2E8J4S1	unreviewed	A0A2E8J4S1_9GAMM	320	PF12345;PF04055;	
A0A2E8KAI7	unreviewed	A0A2E8KAI7_9GAMM	320	PF12345;PF04055;	
A0A2E8N0C3	unreviewed	A0A2E8N0C3_9RICK	348	PF12345;PF04055;	
A0A2E8PPG9	unreviewed	A0A2E8PPG9_9SPIO	350	PF12345;PF04055;	
A0A2E8R613	unreviewed	A0A2E8R613_9FLAO	339	PF12345;	
A0A2E8SQW9	unreviewed	A0A2E8SQW9_9BACT	314	PF12345;PF04055;	
A0A2E8THM4	unreviewed	A0A2E8THM4_9CYAN	319	PF12345;PF04055;	
A0A2E8VBN1	unreviewed	A0A2E8VBN1_9FLAO	351	PF12345;PF04055;	
A0A2E8W951	unreviewed	A0A2E8W951_9BACT	336	PF12345;PF04055;	
A0A2E8XFY8	unreviewed	A0A2E8XFY8_9GAMM	320	PF12345;PF04055;	
A0A2E8Y8Z6	unreviewed	A0A2E8Y8Z6_9GAMM	329	PF12345;PF04055;	
A0A2E8ZZ56	unreviewed	A0A2E8ZZ56_9GAMM	320	PF12345;	
A0A2E9AGU0	unreviewed	A0A2E9AGU0_9GAMM	318	PF12345;PF04055;	
A0A2E9C6G2	unreviewed	A0A2E9C6G2_9GAMM	319	PF12345;PF04055;	
A0A2E9DFU6	unreviewed	A0A2E9DFU6_9GAMM	317	PF12345;PF04055;	
A0A2E9ESF8	unreviewed	A0A2E9ESF8_9BACT	159	PF12345;	
A0A2E9H666	unreviewed	A0A2E9H666_9DELT	347	PF12345;PF04055;	
A0A2E9IS77	unreviewed	A0A2E9IS77_9BACT	324	PF12345;PF04055;	
A0A2E9J3L8	unreviewed	A0A2E9J3L8_9SYNE	324	PF12345;PF04055;	
A0A2E9JG53	unreviewed	A0A2E9JG53_9GAMM	322	PF12345;PF04055;	
A0A2E9QUE3	unreviewed	A0A2E9QUE3_9DELT	377	PF12345;PF04055;	
A0A2E9RNT8	unreviewed	A0A2E9RNT8_9GAMM	320	PF12345;PF04055;	
A0A2E9SJ29	unreviewed	A0A2E9SJ29_9GAMM	316	PF12345;PF04055;	
A0A2E9TLW2	unreviewed	A0A2E9TLW2_9GAMM	319	PF12345;PF04055;	
A0A2E9ZI30	unreviewed	A0A2E9ZI30_9GAMM	320	PF12345;PF04055;	
A0A2F0AIS2	unreviewed	A0A2F0AIS2_9PROT	317	PF12345;PF04055;	
A0A2F0AQE2	unreviewed	A0A2F0AQE2_9DELT	371	PF12345;PF04055;	
A0A2G0CFA6	unreviewed	A0A2G0CFA6_9BACT	357	PF12345;	
A0A2G1BW08	unreviewed	A0A2G1BW08_9FLAO	351	PF12345;PF04055;	
A0A2G1C3Y3	unreviewed	A0A2G1C3Y3_9RHOB	351	PF12345;PF04055;	
A0A2G1VXP1	unreviewed	A0A2G1VXP1_9FLAO	355	PF12345;PF04055;	
A0A2G1W415	unreviewed	A0A2G1W415_9BACT	332	PF12345;PF04055;	
A0A2G2CR98	unreviewed	A0A2G2CR98_9FLAO	358	PF12345;PF04055;	
A0A2G2E7S7	unreviewed	A0A2G2E7S7_9FLAO	348	PF12345;PF04055;	
A0A2G2F103	unreviewed	A0A2G2F103_9FLAO	359	PF12345;PF04055;	
A0A2G2F3H7	unreviewed	A0A2G2F3H7_9FLAO	347	PF12345;	
A0A2G2H0C7	unreviewed	A0A2G2H0C7_9GAMM	318	PF12345;PF04055;	
A0A2G2HKU7	unreviewed	A0A2G2HKU7_9PROT	670	PF12345;PF13847;PF04055;	
A0A2G2I841	unreviewed	A0A2G2I841_9GAMM	319	PF12345;PF04055;	
A0A2G2JHY3	unreviewed	A0A2G2JHY3_9FLAO	355	PF12345;PF04055;	
A0A2G2KJX1	unreviewed	A0A2G2KJX1_9FLAO	350	PF12345;PF04055;	
A0A2G2LKX0	unreviewed	A0A2G2LKX0_9GAMM	319	PF12345;PF04055;	
A0A2G2QHM8	unreviewed	A0A2G2QHM8_9GAMM	316	PF12345;PF04055;	
A0A2G2QWD0	unreviewed	A0A2G2QWD0_9GAMM	324	PF12345;PF04055;	
A0A2G4F200	unreviewed	A0A2G4F200_9CYAN	328	PF12345;PF04055;	
A0A2G4G3M6	unreviewed	A0A2G4G3M6_9CYAN	273	PF12345;	
A0A2G4HJT5	unreviewed	A0A2G4HJT5_9SYNE	359	PF12345;	
A0A2G4HVB3	unreviewed	A0A2G4HVB3_9BACT	346	PF12345;PF04055;	
A0A2G5GDP6	unreviewed	A0A2G5GDP6_9FLAO	351	PF12345;PF04055;	
A0A2G5K397	unreviewed	A0A2G5K397_9FLAO	351	PF12345;PF04055;	
A0A2G5KGX2	unreviewed	A0A2G5KGX2_9FLAO	351	PF12345;PF04055;	
A0A2G6CY37	unreviewed	A0A2G6CY37_9PROT	319	PF12345;PF04055;	
A0A2G6HMZ4	unreviewed	A0A2G6HMZ4_9GAMM	216	PF12345;	
A0A2G6KL51	unreviewed	A0A2G6KL51_9GAMM	320	PF12345;PF04055;	
A0A2G6L5Y4	unreviewed	A0A2G6L5Y4_9GAMM	319	PF12345;PF04055;	
A0A2G6PFC3	unreviewed	A0A2G6PFC3_9GAMM	323	PF12345;PF04055;	
A0A2G7GLN8	unreviewed	A0A2G7GLN8_9CHRO	333	PF12345;PF04055;	
A0A2G7HLF4	unreviewed	A0A2G7HLF4_9CLOT	326	PF12345;PF04055;	
A0A2G8KUY2	unreviewed	A0A2G8KUY2_STIJA	448	PF12345;	
A0A2G8SWH7	unreviewed	A0A2G8SWH7_9BURK	320	PF12345;PF04055;	
A0A2G8THZ2	unreviewed	A0A2G8THZ2_9BURK	320	PF12345;PF04055;	
A0A2H0A109	unreviewed	A0A2H0A109_9DELT	312	PF12345;PF04055;	
A0A2H0ARM9	unreviewed	A0A2H0ARM9_9DELT	326	PF12345;PF04055;	
A0A2H0CD21	unreviewed	A0A2H0CD21_9BACT	694	PF12345;PF13847;PF04055;	
A0A2H0CE18	unreviewed	A0A2H0CE18_9BACT	398	PF12345;PF13847;	
A0A2H0D8Y5	unreviewed	A0A2H0D8Y5_9BACT	337	PF12345;PF04055;	
A0A2H0FRY4	unreviewed	A0A2H0FRY4_9BACT	337	PF12345;PF04055;	
A0A2H0FWF6	unreviewed	A0A2H0FWF6_9PROT	327	PF12345;PF04055;	
A0A2H0GD48	unreviewed	A0A2H0GD48_9FLAO	352	PF12345;PF04055;	
A0A2H0IJJ0	unreviewed	A0A2H0IJJ0_9BACT	350	PF12345;PF04055;	
A0A2H0J2A2	unreviewed	A0A2H0J2A2_9BURK	320	PF12345;	
A0A2H0LRD7	unreviewed	A0A2H0LRD7_9BACT	324	PF12345;PF04055;	
A0A2H0LRU0	unreviewed	A0A2H0LRU0_9BACT	329	PF12345;PF04055;	
A0A2H0LWQ0	unreviewed	A0A2H0LWQ0_9BACT	670	PF12345;PF13847;	
A0A2H0M018	unreviewed	A0A2H0M018_9BACT	105	PF12345;	
A0A2H0NQG2	unreviewed	A0A2H0NQG2_9PROT	333	PF12345;	
A0A2H0P7T5	unreviewed	A0A2H0P7T5_9DELT	318	PF12345;PF04055;	
A0A2H0PLG9	unreviewed	A0A2H0PLG9_9DELT	318	PF12345;PF04055;	
A0A2H0Q495	unreviewed	A0A2H0Q495_9PROT	314	PF12345;PF04055;	
A0A2H0QB51	unreviewed	A0A2H0QB51_9PROT	315	PF12345;PF04055;	
A0A2H0QDV6	unreviewed	A0A2H0QDV6_9PROT	317	PF12345;PF04055;	
A0A2H0QQ61	unreviewed	A0A2H0QQ61_9PROT	317	PF12345;PF04055;	
A0A2H0QVI7	unreviewed	A0A2H0QVI7_9PROT	317	PF12345;PF04055;	
A0A2H0QX31	unreviewed	A0A2H0QX31_9PROT	317	PF12345;PF04055;	
A0A2H0YFN2	unreviewed	A0A2H0YFN2_9BACT	317	PF12345;PF04055;	
A0A2H0Z527	unreviewed	A0A2H0Z527_9BACT	337	PF12345;PF04055;	
A0A2H1EDE1	unreviewed	A0A2H1EDE1_9FLAO	350	PF12345;PF04055;	
A0A2H2XZW1	unreviewed	A0A2H2XZW1_9CYAN	354	PF12345;PF04055;	
A0A2H3KLA6	unreviewed	A0A2H3KLA6_9CHLR	340	PF12345;PF04055;	
A0A2H6BY48	unreviewed	A0A2H6BY48_MICAE	325	PF12345;PF04055;	
A0A2H6EM82	unreviewed	A0A2H6EM82_9BACT	348	PF12345;	
A0A2H6F466	unreviewed	A0A2H6F466_9BACT	358	PF12345;PF04055;	
A0A2H6F478	unreviewed	A0A2H6F478_9BACT	317	PF12345;PF04055;	
A0A2H6FB66	unreviewed	A0A2H6FB66_9BACT	310	PF12345;PF04055;	
A0A2H6FGZ0	unreviewed	A0A2H6FGZ0_9BACT	310	PF12345;PF04055;	
A0A2H6G2T2	unreviewed	A0A2H6G2T2_9BACT	319	PF12345;PF04055;	
A0A2H6GPV0	unreviewed	A0A2H6GPV0_9BACT	332	PF12345;	
A0A2H6J8X4	unreviewed	A0A2H6J8X4_9BACT	320	PF12345;PF04055;	
A0A2H6JRQ8	unreviewed	A0A2H6JRQ8_9BACT	311	PF12345;	
A0A2H6LAA0	unreviewed	A0A2H6LAA0_MICAE	325	PF12345;PF04055;	
A0A2H6LFH3	unreviewed	A0A2H6LFH3_9NOSO	329	PF12345;PF04055;	
A0A2H9MAD9	unreviewed	A0A2H9MAD9_9PROT	309	PF12345;	
A0A2H9NQQ0	unreviewed	A0A2H9NQQ0_9PROT	333	PF12345;	
A0A2H9RDT4	unreviewed	A0A2H9RDT4_9PROT	333	PF12345;	
A0A2I0GJ46	unreviewed	A0A2I0GJ46_9GAMM	330	PF12345;PF04055;	
A0A2I0GNE2	unreviewed	A0A2I0GNE2_9GAMM	330	PF12345;PF04055;	
A0A2I0GTU5	unreviewed	A0A2I0GTU5_9GAMM	330	PF12345;PF04055;	
A0A2I0R0Q7	unreviewed	A0A2I0R0Q7_9FLAO	352	PF12345;PF04055;	
A0A2I1M9G7	unreviewed	A0A2I1M9G7_9FIRM	218	PF12345;	
A0A2I2DY40	unreviewed	A0A2I2DY40_9FLAO	350	PF12345;PF04055;	
A0A2I4NNA7	unreviewed	A0A2I4NNA7_CLOBO	326	PF12345;PF04055;	
A0A2I6S4M2	unreviewed	A0A2I6S4M2_9RHOO	316	PF12345;PF04055;	
A0A2I7SI33	unreviewed	A0A2I7SI33_9FLAO	351	PF12345;	
A0A2I8AE34	unreviewed	A0A2I8AE34_9NOSO	335	PF12345;PF04055;	
A0A2I9DRD7	unreviewed	A0A2I9DRD7_9FLAO	351	PF12345;	
A0A2J0LKH2	unreviewed	A0A2J0LKH2_9BACT	317	PF12345;PF04055;	
A0A2J0MCG5	unreviewed	A0A2J0MCG5_9BACT	681	PF12345;PF13847;PF04055;	
A0A2J0MWM4	unreviewed	A0A2J0MWM4_9BACT	226	PF12345;	
A0A2J0N1Y1	unreviewed	A0A2J0N1Y1_9BACT	398	PF12345;PF13847;	
A0A2J6J2C2	unreviewed	A0A2J6J2C2_9DELT	317	PF12345;PF04055;	
A0A2J6J929	unreviewed	A0A2J6J929_9DELT	318	PF12345;PF04055;	
A0A2J9GLW0	unreviewed	A0A2J9GLW0_BURGL	327	PF12345;PF04055;	
A0A2K1E4I0	unreviewed	A0A2K1E4I0_9FLAO	350	PF12345;PF04055;	
A0A2K2HAH8	unreviewed	A0A2K2HAH8_9DELT	318	PF12345;PF04055;	
A0A2K2VMX5	unreviewed	A0A2K2VMX5_9DELT	330	PF12345;PF04055;	
A0A2K2Z6G9	unreviewed	A0A2K2Z6G9_9CHRO	337	PF12345;PF04055;	
A0A2K4KXZ8	unreviewed	A0A2K4KXZ8_9PSED	323	PF12345;PF04055;	
A0A2K8L051	unreviewed	A0A2K8L051_9PROT	321	PF12345;PF04055;	
A0A2K8L425	unreviewed	A0A2K8L425_9PROT	322	PF12345;PF04055;	
A0A2K8SME1	unreviewed	A0A2K8SME1_9NOSO	334	PF12345;PF04055;	
A0A2K8UHJ7	unreviewed	A0A2K8UHJ7_9GAMM	321	PF12345;PF04055;	
A0A2K8VFE3	unreviewed	A0A2K8VFE3_9FLAO	350	PF12345;PF04055;	
A0A2K8WSS7	unreviewed	A0A2K8WSS7_9CHRO	331	PF12345;PF04055;	
A0A2K8WWY2	unreviewed	A0A2K8WWY2_9FLAO	351	PF12345;PF04055;	
A0A2K8X7U1	unreviewed	A0A2K8X7U1_9FLAO	354	PF12345;PF04055;	
A0A2K8XHT0	unreviewed	A0A2K8XHT0_9FLAO	354	PF12345;PF04055;	
A0A2K8XU06	unreviewed	A0A2K8XU06_9FLAO	350	PF12345;PF04055;	
A0A2K8Z6E4	unreviewed	A0A2K8Z6E4_9BACT	348	PF12345;PF04055;	
A0A2K9LAS4	unreviewed	A0A2K9LAS4_9RHOO	334	PF12345;PF04055;	
A0A2K9LH98	unreviewed	A0A2K9LH98_9GAMM	321	PF12345;PF04055;	
A0A2K9MSR8	unreviewed	A0A2K9MSR8_CLOSG	326	PF12345;PF04055;	
A0A2K9NUE8	unreviewed	A0A2K9NUE8_9PROT	321	PF12345;PF04055;	
A0A2K9PTT9	unreviewed	A0A2K9PTT9_9FLAO	354	PF12345;PF04055;	
A0A2L2N2H7	unreviewed	A0A2L2N2H7_9NOSO	335	PF12345;PF04055;	
A0A2L2NK89	unreviewed	A0A2L2NK89_9NOSO	335	PF12345;PF04055;	
A0A2L2XNA7	unreviewed	A0A2L2XNA7_9CHRO	325	PF12345;PF04055;	
A0A2M6GG12	unreviewed	A0A2M6GG12_9BACT	349	PF12345;	
A0A2M6X7Q8	unreviewed	A0A2M6X7Q8_9PROT	318	PF12345;PF04055;	
A0A2M6YMC4	unreviewed	A0A2M6YMC4_9DELT	315	PF12345;PF04055;	
A0A2M7A4C9	unreviewed	A0A2M7A4C9_9BACT	319	PF12345;PF04055;	
A0A2M7BMR5	unreviewed	A0A2M7BMR5_9DELT	317	PF12345;PF04055;	
A0A2M7BZU7	unreviewed	A0A2M7BZU7_9PROT	328	PF12345;	
A0A2M7CA36	unreviewed	A0A2M7CA36_9DELT	305	PF12345;PF04055;	
A0A2M7CX91	unreviewed	A0A2M7CX91_9GAMM	319	PF12345;PF04055;	
A0A2M7DPF6	unreviewed	A0A2M7DPF6_9FLAO	354	PF12345;PF04055;	
A0A2M7F5D7	unreviewed	A0A2M7F5D7_9BACT	158	PF12345;	
A0A2M7HE80	unreviewed	A0A2M7HE80_9PROT	323	PF12345;PF04055;	
A0A2M7I9M8	unreviewed	A0A2M7I9M8_9PROT	328	PF12345;PF04055;	
A0A2M7ISL5	unreviewed	A0A2M7ISL5_9BACT	337	PF12345;PF04055;	
A0A2M7J3K1	unreviewed	A0A2M7J3K1_9PROT	306	PF12345;	
A0A2M7JIH9	unreviewed	A0A2M7JIH9_9DELT	326	PF12345;PF04055;	
A0A2M7JT02	unreviewed	A0A2M7JT02_9DELT	305	PF12345;PF04055;	
A0A2M7L4T1	unreviewed	A0A2M7L4T1_9PROT	321	PF12345;PF04055;	
A0A2M7MPD6	unreviewed	A0A2M7MPD6_9BACT	337	PF12345;PF04055;	
A0A2M7MR36	unreviewed	A0A2M7MR36_9PROT	316	PF12345;	
A0A2M7NQ19	unreviewed	A0A2M7NQ19_9FLAO	350	PF12345;	
A0A2M7PHC4	unreviewed	A0A2M7PHC4_9DELT	326	PF12345;PF04055;	
A0A2M7Q2U2	unreviewed	A0A2M7Q2U2_9PROT	320	PF12345;PF04055;	
A0A2M7WEG4	unreviewed	A0A2M7WEG4_9PROT	318	PF12345;	
A0A2M7WQ15	unreviewed	A0A2M7WQ15_9PROT	322	PF12345;PF04055;	
A0A2M7X5V4	unreviewed	A0A2M7X5V4_9GAMM	319	PF12345;PF04055;	
A0A2M7Y1G1	unreviewed	A0A2M7Y1G1_9RHOO	321	PF12345;	
A0A2M7ZGZ9	unreviewed	A0A2M7ZGZ9_9BACT	337	PF12345;PF04055;	
A0A2M7ZNQ9	unreviewed	A0A2M7ZNQ9_9BACT	199	PF12345;	
A0A2M8AME7	unreviewed	A0A2M8AME7_9FLAO	351	PF12345;PF04055;	
A0A2M8B0U9	unreviewed	A0A2M8B0U9_9DELT	261	PF12345;	
A0A2M8BWP2	unreviewed	A0A2M8BWP2_9DELT	330	PF12345;	
A0A2M8DYT0	unreviewed	A0A2M8DYT0_9PROT	328	PF12345;	
A0A2M8EIR7	unreviewed	A0A2M8EIR7_9BURK	320	PF12345;	
A0A2M8FP01	unreviewed	A0A2M8FP01_9BACT	337	PF12345;PF04055;	
A0A2M8FW05	unreviewed	A0A2M8FW05_9DELT	312	PF12345;PF04055;	
A0A2M8HS31	unreviewed	A0A2M8HS31_9LEPT	334	PF12345;PF04055;	
A0A2M9BNJ1	unreviewed	A0A2M9BNJ1_9BACT	349	PF12345;PF04055;	
A0A2M9CSW6	unreviewed	A0A2M9CSW6_9BACT	347	PF12345;PF04055;	
A0A2M9TX09	unreviewed	A0A2M9TX09_9GAMM	325	PF12345;PF04055;	
A0A2M9X9T9	unreviewed	A0A2M9X9T9_9LEPT	347	PF12345;PF04055;	
A0A2M9XTN2	unreviewed	A0A2M9XTN2_9LEPT	347	PF12345;PF04055;	
A0A2M9Y4L3	unreviewed	A0A2M9Y4L3_9LEPT	324	PF12345;PF04055;	
A0A2M9Y8D4	unreviewed	A0A2M9Y8D4_9LEPT	347	PF12345;PF04055;	
A0A2M9YT72	unreviewed	A0A2M9YT72_9LEPT	347	PF12345;PF04055;	
A0A2M9YWI8	unreviewed	A0A2M9YWI8_9LEPT	347	PF12345;PF04055;	
A0A2M9Z706	unreviewed	A0A2M9Z706_9LEPT	348	PF12345;PF04055;	
A0A2M9ZQL5	unreviewed	A0A2M9ZQL5_9LEPT	349	PF12345;	
A0A2M9ZU77	unreviewed	A0A2M9ZU77_9LEPT	347	PF12345;PF04055;	
A0A2N0AKS2	unreviewed	A0A2N0AKS2_9LEPT	324	PF12345;PF04055;	
A0A2N0AX53	unreviewed	A0A2N0AX53_9LEPT	324	PF12345;PF04055;	
A0A2N0B5N7	unreviewed	A0A2N0B5N7_9LEPT	349	PF12345;PF04055;	
A0A2N0BTH5	unreviewed	A0A2N0BTH5_9LEPT	347	PF12345;PF04055;	
A0A2N0ER76	unreviewed	A0A2N0ER76_9FLAO	355	PF12345;PF04055;	
A0A2N0TS92	unreviewed	A0A2N0TS92_9FLAO	352	PF12345;PF04055;	
A0A2N0TYQ0	unreviewed	A0A2N0TYQ0_9FLAO	352	PF12345;	
A0A2N0V676	unreviewed	A0A2N0V676_9GAMM	320	PF12345;PF04055;	
A0A2N0VCE9	unreviewed	A0A2N0VCE9_9GAMM	320	PF12345;PF04055;	
A0A2N0VHC3	unreviewed	A0A2N0VHC3_9BACT	348	PF12345;PF04055;	
A0A2N0ZSZ0	unreviewed	A0A2N0ZSZ0_9GAMM	332	PF12345;PF04055;	
A0A2N1CTV6	unreviewed	A0A2N1CTV6_9PSED	325	PF12345;PF04055;	
A0A2N1F5F3	unreviewed	A0A2N1F5F3_9FLAO	351	PF12345;PF04055;	
A0A2N1T6H8	unreviewed	A0A2N1T6H8_9SPIR	346	PF12345;PF04055;	
A0A2N1VYX7	unreviewed	A0A2N1VYX7_9BACT	336	PF12345;PF04055;	
A0A2N1XNK0	unreviewed	A0A2N1XNK0_9GAMM	206	PF12345;PF04055;	
A0A2N1XTZ2	unreviewed	A0A2N1XTZ2_9GAMM	319	PF12345;PF04055;	
A0A2N1YS28	unreviewed	A0A2N1YS28_9GAMM	324	PF12345;PF04055;	
A0A2N1ZK03	unreviewed	A0A2N1ZK03_9GAMM	326	PF12345;PF04055;	
A0A2N2AHK0	unreviewed	A0A2N2AHK0_9GAMM	321	PF12345;PF04055;	
A0A2N2D7I9	unreviewed	A0A2N2D7I9_9FIRM	340	PF12345;	
A0A2N2FK59	unreviewed	A0A2N2FK59_9DELT	324	PF12345;	
A0A2N2FXT3	unreviewed	A0A2N2FXT3_9DELT	319	PF12345;	
A0A2N2GE78	unreviewed	A0A2N2GE78_9DELT	327	PF12345;	
A0A2N2HAR7	unreviewed	A0A2N2HAR7_9DELT	362	PF12345;PF02781;PF00479;	
A0A2N2HR18	unreviewed	A0A2N2HR18_9DELT	320	PF12345;PF04055;	
A0A2N2J976	unreviewed	A0A2N2J976_9DELT	336	PF12345;	
A0A2N2JQD7	unreviewed	A0A2N2JQD7_9DELT	337	PF12345;PF04055;	
A0A2N2K3I4	unreviewed	A0A2N2K3I4_9DELT	315	PF12345;PF04055;	
A0A2N2KKJ4	unreviewed	A0A2N2KKJ4_9DELT	335	PF12345;PF04055;	
