Entry	Reviewed	Entry Name	Length	Pfam	PDB
A0A7J5F2E0	unreviewed	A0A7J5F2E0_9BACT	149	PF08753;PF01402;	
A0A7J5T8L7	unreviewed	A0A7J5T8L7_BIFLN	140	PF08753;PF01402;	
A0A7J5VI98	unreviewed	A0A7J5VI98_9DELT	140	PF08753;PF01402;	
A0A7J5W8A2	unreviewed	A0A7J5W8A2_9ACTN	139	PF08753;PF01402;	
A0A7J5WKT3	unreviewed	A0A7J5WKT3_9DELT	139	PF08753;PF01402;	
A0A7J9PIB4	unreviewed	A0A7J9PIB4_METMI	141	PF08753;PF01402;	
A0A7J9PUY6	unreviewed	A0A7J9PUY6_9ARCH	137	PF08753;PF01402;	
A0A7J9Q123	unreviewed	A0A7J9Q123_9EURY	135	PF08753;PF01402;	
A0A7J9RSP3	unreviewed	A0A7J9RSP3_9EURY	140	PF08753;PF01402;	
A0A7J9SFA2	unreviewed	A0A7J9SFA2_9EURY	142	PF08753;PF01402;	
A0A7J9SWN7	unreviewed	A0A7J9SWN7_9EURY	138	PF08753;PF01402;	
A0A7J9SYZ1	unreviewed	A0A7J9SYZ1_9EURY	139	PF08753;PF01402;	
A0A7J9TDX2	unreviewed	A0A7J9TDX2_9EURY	138	PF08753;PF01402;	
A0A7J9TNH8	unreviewed	A0A7J9TNH8_9EURY	138	PF08753;PF01402;	
A0A7K0G926	unreviewed	A0A7K0G926_9ACTN	188	PF08753;PF01402;	
A0A7K0HEL1	unreviewed	A0A7K0HEL1_9BACT	133	PF08753;PF01402;	
A0A7K0IUA3	unreviewed	A0A7K0IUA3_9DELT	138	PF08753;PF01402;	
A0A7K1KJ41	unreviewed	A0A7K1KJ41_9DELT	139	PF08753;PF01402;	
A0A7K1MFY3	unreviewed	A0A7K1MFY3_HELPX	148	PF08753;PF01402;	
A0A7K1MK28	unreviewed	A0A7K1MK28_HELPX	148	PF08753;PF01402;	
A0A7K1MZF7	unreviewed	A0A7K1MZF7_HELPX	148	PF08753;PF01402;	
A0A7K1NEB4	unreviewed	A0A7K1NEB4_HELPX	148	PF08753;PF01402;	
A0A7K1NW24	unreviewed	A0A7K1NW24_HELPX	148	PF08753;PF01402;	
A0A7K1QQU9	unreviewed	A0A7K1QQU9_AGRVI	132	PF08753;PF01402;	
A0A7K3HYY1	unreviewed	A0A7K3HYY1_9ACTN	140	PF08753;PF01402;	
A0A7K3KN06	unreviewed	A0A7K3KN06_9ACTN	142	PF08753;PF01402;	
A0A7K3L390	unreviewed	A0A7K3L390_9ACTN	140	PF08753;PF01402;	
A0A7K3NNY4	unreviewed	A0A7K3NNY4_9DELT	139	PF08753;PF01402;	
A0A7K3XE19	unreviewed	A0A7K3XE19_9BACT	133	PF08753;PF01402;	
A0A7K3XV47	unreviewed	A0A7K3XV47_9ACTN	145	PF08753;PF01402;	
A0A7K3Y224	unreviewed	A0A7K3Y224_9EURY	140	PF08753;PF01402;	
A0A7K3YCB4	unreviewed	A0A7K3YCB4_9EURY	140	PF08753;PF01402;	
A0A7K3YGB1	unreviewed	A0A7K3YGB1_9EURY	140	PF08753;PF01402;	
A0A7K3YMV5	unreviewed	A0A7K3YMV5_9CREN	130	PF08753;PF01402;	
A0A7K3YP62	unreviewed	A0A7K3YP62_9CREN	135	PF08753;PF01402;	
A0A7K3Z319	unreviewed	A0A7K3Z319_9CREN	130	PF08753;PF01402;	
A0A7K3ZJB5	unreviewed	A0A7K3ZJB5_9ARCH	146	PF08753;PF01402;	
A0A7K3ZN67	unreviewed	A0A7K3ZN67_9ARCH	135	PF08753;PF01402;	
A0A7K3ZVD5	unreviewed	A0A7K3ZVD5_9EURY	140	PF08753;PF01402;	
A0A7K3ZZS3	unreviewed	A0A7K3ZZS3_9EURY	140	PF08753;PF01402;	
A0A7K4A5M4	unreviewed	A0A7K4A5M4_9EURY	140	PF08753;PF01402;	
A0A7K4A698	unreviewed	A0A7K4A698_9EURY	135	PF08753;PF01402;	
A0A7K4AI95	unreviewed	A0A7K4AI95_METSH	140	PF08753;PF01402;	
A0A7K4AKD3	unreviewed	A0A7K4AKD3_METSH	140	PF08753;PF01402;	
A0A7K4ALY9	unreviewed	A0A7K4ALY9_9EURY	143	PF08753;PF01402;	
A0A7K4AVE4	unreviewed	A0A7K4AVE4_9EURY	143	PF08753;PF01402;	
A0A7K4B275	unreviewed	A0A7K4B275_9EURY	151	PF08753;PF01402;	
A0A7K4BDS4	unreviewed	A0A7K4BDS4_9EURY	151	PF08753;PF01402;	
A0A7K4BIE3	unreviewed	A0A7K4BIE3_9EURY	140	PF08753;PF01402;	
A0A7K4BRN4	unreviewed	A0A7K4BRN4_9EURY	140	PF08753;PF01402;	
A0A7K4BSP3	unreviewed	A0A7K4BSP3_9EURY	139	PF08753;PF01402;	
A0A7K4BWQ3	unreviewed	A0A7K4BWQ3_9EURY	130	PF08753;PF01402;	
A0A7K4C562	unreviewed	A0A7K4C562_9EURY	140	PF08753;PF01402;	
A0A7K4C995	unreviewed	A0A7K4C995_9EURY	140	PF08753;PF01402;	
A0A7K4CH11	unreviewed	A0A7K4CH11_9EURY	140	PF08753;PF01402;	
A0A7K4CTP3	unreviewed	A0A7K4CTP3_9ARCH	171	PF08753;PF01402;	
A0A7K4D2H2	unreviewed	A0A7K4D2H2_9EURY	140	PF08753;PF01402;	
A0A7K4DAG9	unreviewed	A0A7K4DAG9_9EURY	139	PF08753;PF01402;	
A0A7K4DDB9	unreviewed	A0A7K4DDB9_9EURY	130	PF08753;PF01402;	
A0A7K4DGZ5	unreviewed	A0A7K4DGZ5_9EURY	140	PF08753;PF01402;	
A0A7K4HPW3	unreviewed	A0A7K4HPW3_9EURY	142	PF08753;PF01402;	
A0A7K4HVF5	unreviewed	A0A7K4HVF5_ESCFE	133	PF08753;PF01402;	
A0A7K4ICK7	unreviewed	A0A7K4ICK7_THOAR	144	PF08753;PF01402;	
A0A7L4NUE3	unreviewed	A0A7L4NUE3_9EURY	139	PF08753;PF01402;	
A0A7L4NXD8	unreviewed	A0A7L4NXD8_9EURY	135	PF08753;PF01402;	
A0A7L4NZQ2	unreviewed	A0A7L4NZQ2_9EURY	136	PF08753;PF01402;	
A0A7L4P0Z2	unreviewed	A0A7L4P0Z2_9EURY	138	PF08753;PF01402;	
A0A7L4P2E7	unreviewed	A0A7L4P2E7_9EURY	136	PF08753;PF01402;	
A0A7L4P5Y1	unreviewed	A0A7L4P5Y1_9EURY	134	PF08753;PF01402;	
A0A7L4P647	unreviewed	A0A7L4P647_9EURY	130	PF08753;PF01402;	
A0A7L4P6L4	unreviewed	A0A7L4P6L4_9EURY	134	PF08753;PF01402;	
A0A7L4PD13	unreviewed	A0A7L4PD13_9EURY	140	PF08753;PF01402;	
A0A7L4PNA6	unreviewed	A0A7L4PNA6_9EURY	139	PF08753;PF01402;	
A0A7L4PWC3	unreviewed	A0A7L4PWC3_9EURY	140	PF08753;PF01402;	
A0A7L4PZZ0	unreviewed	A0A7L4PZZ0_9EURY	140	PF08753;PF01402;	
A0A7L4Q4U8	unreviewed	A0A7L4Q4U8_9EURY	140	PF08753;PF01402;	
A0A7L4Q6B2	unreviewed	A0A7L4Q6B2_9EURY	140	PF08753;PF01402;	
A0A7L4Q968	unreviewed	A0A7L4Q968_9ARCH	149	PF08753;PF01402;	
A0A7L4QHG1	unreviewed	A0A7L4QHG1_9EURY	130	PF08753;PF01402;	
A0A7L4QWN8	unreviewed	A0A7L4QWN8_9EURY	140	PF08753;PF01402;	
A0A7L4WVZ0	unreviewed	A0A7L4WVZ0_9GAMM	136	PF08753;PF01402;	
A0A7L5YE25	unreviewed	A0A7L5YE25_9PROT	401	PF09347;PF08753;PF01402;	
A0A7L6A3R4	unreviewed	A0A7L6A3R4_9RHOO	154	PF08753;PF01402;	
A0A7L6AVJ9	unreviewed	A0A7L6AVJ9_9GAMM	160	PF08753;PF01402;	
A0A7L6BLW5	unreviewed	A0A7L6BLW5_9ENTR	133	PF08753;PF01402;	
A0A7L6DL07	unreviewed	A0A7L6DL07_9ENTR	133	PF08753;PF01402;	
A0A7L6E116	unreviewed	A0A7L6E116_9ENTR	133	PF08753;PF01402;	
A0A7L6EG84	unreviewed	A0A7L6EG84_9ENTR	133	PF08753;PF01402;	
A0A7L6HEC7	unreviewed	A0A7L6HEC7_9ENTR	133	PF08753;PF01402;	
A0A7L6IAD0	unreviewed	A0A7L6IAD0_9ENTR	133	PF08753;PF01402;	
A0A7L6JH31	unreviewed	A0A7L6JH31_9ENTR	133	PF08753;PF01402;	
A0A7L6PA00	unreviewed	A0A7L6PA00_9ENTR	133	PF08753;PF01402;	
A0A7L6TW78	unreviewed	A0A7L6TW78_9ENTR	133	PF08753;PF01402;	
A0A7L6UAT0	unreviewed	A0A7L6UAT0_9ENTR	133	PF08753;PF01402;	
A0A7L6XER4	unreviewed	A0A7L6XER4_9ENTR	133	PF08753;PF01402;	
A0A7L6Y7B8	unreviewed	A0A7L6Y7B8_9ENTR	133	PF08753;PF01402;	
A0A7L6YI13	unreviewed	A0A7L6YI13_9ENTR	133	PF08753;PF01402;	
A0A7L6Z253	unreviewed	A0A7L6Z253_9ENTR	133	PF08753;PF01402;	
A0A7L7BQD0	unreviewed	A0A7L7BQD0_9ENTR	133	PF08753;PF01402;	
A0A7L7MQK0	unreviewed	A0A7L7MQK0_9HYPH	132	PF08753;PF01402;	
A0A7L7Z442	unreviewed	A0A7L7Z442_9MICO	250	PF01402;PF00075;	
A0A7L8VHH4	unreviewed	A0A7L8VHH4_9BRAD	148	PF08753;PF01402;	
A0A7L9LTI7	unreviewed	A0A7L9LTI7_BRUSS	132	PF08753;PF01402;	
A0A7L9RIM0	unreviewed	A0A7L9RIM0_9GAMM	145	PF08753;PF01402;	
A0A7M1LF92	unreviewed	A0A7M1LF92_9PROT	133	PF08753;PF01402;	
A0A7M2V6C6	unreviewed	A0A7M2V6C6_9ENTR	149	PF08753;PF01402;	
A0A7M3MH84	unreviewed	A0A7M3MH84_9DELT	139	PF08753;PF01402;	
A0A7R7T8W9	unreviewed	A0A7R7T8W9_9HYPH	173	PF08753;PF01402;	
A0A7R8B7S2	unreviewed	A0A7R8B7S2_9BACT	142	PF08753;PF01402;	
A0A7R9MXB0	unreviewed	A0A7R9MXB0_9EURY	140	PF08753;PF01402;	
A0A7R9R4E8	unreviewed	A0A7R9R4E8_9EURY	140	PF08753;PF01402;	
A0A7S6N7F3	unreviewed	A0A7S6N7F3_9GAMM	157	PF08753;PF01402;	
A0A7S9H0E1	unreviewed	A0A7S9H0E1_9BRAD	150	PF08753;PF01402;	
A0A7T0RCH5	unreviewed	A0A7T0RCH5_9GAMM	133	PF08753;PF01402;	
A0A7T1MCP1	unreviewed	A0A7T1MCP1_9SYNE	284	PF03306;PF01402;	
A0A7T1MIX9	unreviewed	A0A7T1MIX9_9SYNE	284	PF03306;PF01402;	
A0A7T3G0R3	unreviewed	A0A7T3G0R3_9EURY	142	PF08753;PF01402;	
A0A7T3KWL0	unreviewed	A0A7T3KWL0_9EURY	136	PF08753;PF01402;	
A0A7T7XYS7	unreviewed	A0A7T7XYS7_9BRAD	150	PF08753;PF01402;	
A0A7T7YP71	unreviewed	A0A7T7YP71_9ENTR	138	PF08753;PF01402;	
A0A7T8BYP9	unreviewed	A0A7T8BYP9_9BRAD	148	PF08753;PF01402;	
A0A7T8J9X8	unreviewed	A0A7T8J9X8_SALET	133	PF08753;PF01402;	
A0A7T8RDC9	unreviewed	A0A7T8RDC9_SALBN	132	PF08753;PF01402;	
A0A7T9CFI6	unreviewed	A0A7T9CFI6_9EURY	140	PF08753;PF01402;	
A0A7T9GRW7	unreviewed	A0A7T9GRW7_9BACT	133	PF08753;PF01402;	
A0A7U1E8N6	unreviewed	A0A7U1E8N6_9CAUL	228	PF08753;PF01402;	
A0A7U1HUY5	unreviewed	A0A7U1HUY5_9CAUL	153	PF08753;PF01402;	
A0A7U2UWI8	unreviewed	A0A7U2UWI8_9HYPH	163	PF08753;PF01402;	
A0A7U2ZRU3	unreviewed	A0A7U2ZRU3_9ENTR	133	PF08753;PF01402;	
A0A7U3BTE2	unreviewed	A0A7U3BTE2_9HYPH	137	PF08753;PF01402;	
A0A7U4DMF2	unreviewed	A0A7U4DMF2_GEOS0	146	PF08753;PF01402;	
A0A7U4DP73	unreviewed	A0A7U4DP73_DESPD	136	PF08753;PF01402;	
A0A7U4KC80	unreviewed	A0A7U4KC80_KLEOX	138	PF08753;PF01402;	
A0A7U6YLE9	unreviewed	A0A7U6YLE9_9HELI	149	PF08753;PF01402;	
A0A7U7AYD2	unreviewed	A0A7U7AYD2_9PROT	171	PF08753;PF01402;	
A0A7U7IKR3	unreviewed	A0A7U7IKR3_KLEPN	133	PF08753;PF01402;	
A0A7U7WCW2	unreviewed	A0A7U7WCW2_CAMFE	140	PF08753;PF01402;	
A0A7U8ISK0	unreviewed	A0A7U8ISK0_BRUSS	132	PF08753;PF01402;	
A0A7U8J256	unreviewed	A0A7U8J256_BRUAO	132	PF08753;PF01402;	
A0A7U8J8I5	unreviewed	A0A7U8J8I5_BRUAO	132	PF08753;PF01402;	
A0A7U8JEV7	unreviewed	A0A7U8JEV7_BRUAO	132	PF08753;PF01402;	
A0A7U8JG72	unreviewed	A0A7U8JG72_BRUAO	132	PF08753;PF01402;	
A0A7U8JS90	unreviewed	A0A7U8JS90_BRUAO	132	PF08753;PF01402;	
A0A7U8JUB9	unreviewed	A0A7U8JUB9_9HYPH	132	PF08753;PF01402;	
A0A7U8K3E2	unreviewed	A0A7U8K3E2_BRUPB	132	PF08753;PF01402;	
A0A7U8KND2	unreviewed	A0A7U8KND2_BRUML	138	PF08753;PF01402;	
A0A7U8PVM1	unreviewed	A0A7U8PVM1_BRUNE	132	PF08753;PF01402;	
A0A7U8Q808	unreviewed	A0A7U8Q808_BRUML	132	PF08753;PF01402;	
A0A7U8V800	unreviewed	A0A7U8V800_KLEVA	133	PF08753;PF01402;	
A0A7U8X242	unreviewed	A0A7U8X242_ECOLX	133	PF08753;PF01402;	
A0A7U8ZFC9	unreviewed	A0A7U8ZFC9_ECOLX	133	PF08753;PF01402;	
A0A7U9B923	unreviewed	A0A7U9B923_ECOLX	133	PF08753;PF01402;	
A0A7U9BIF6	unreviewed	A0A7U9BIF6_ECOLX	133	PF08753;PF01402;	
A0A7U9CTX4	unreviewed	A0A7U9CTX4_KLEPN	132	PF08753;PF01402;	
A0A7U9DHB2	unreviewed	A0A7U9DHB2_9ESCH	133	PF08753;PF01402;	
A0A7U9EDV2	unreviewed	A0A7U9EDV2_DELAC	152	PF08753;PF01402;	
A0A7U9FTZ5	unreviewed	A0A7U9FTZ5_ECOLX	133	PF08753;PF01402;	
A0A7U9FZ61	unreviewed	A0A7U9FZ61_ECOLX	133	PF08753;PF01402;	
A0A7U9IVC9	unreviewed	A0A7U9IVC9_ECOLX	133	PF08753;PF01402;	
A0A7U9LTF1	unreviewed	A0A7U9LTF1_ECOLX	133	PF08753;PF01402;	
A0A7V0JDD0	unreviewed	A0A7V0JDD0_9BACT	138	PF08753;PF01402;	
A0A7V0NHL5	unreviewed	A0A7V0NHL5_9BACT	138	PF08753;PF01402;	
A0A7V0P758	unreviewed	A0A7V0P758_9BACT	137	PF08753;PF01402;	
A0A7V0S6N6	unreviewed	A0A7V0S6N6_9BACT	140	PF08753;PF01402;	
A0A7V0T6Y3	unreviewed	A0A7V0T6Y3_9BACT	126	PF08753;PF01402;	
A0A7V0XNT2	unreviewed	A0A7V0XNT2_9BACT	138	PF08753;PF01402;	
A0A7V0YJ56	unreviewed	A0A7V0YJ56_9BACT	141	PF08753;PF01402;	
A0A7V0Z4V4	unreviewed	A0A7V0Z4V4_9BACT	139	PF08753;PF01402;	
A0A7V1E813	unreviewed	A0A7V1E813_9ACTN	138	PF08753;PF01402;	
A0A7V1EBZ6	unreviewed	A0A7V1EBZ6_9SPIR	187	PF08753;PF01402;	
A0A7V1KMD0	unreviewed	A0A7V1KMD0_9BACT	136	PF08753;PF01402;	
A0A7V1M6J5	unreviewed	A0A7V1M6J5_9BACT	139	PF08753;PF01402;	
A0A7V1Z5B5	unreviewed	A0A7V1Z5B5_9BACT	144	PF08753;PF01402;	
A0A7V2ATY7	unreviewed	A0A7V2ATY7_9BACT	138	PF08753;PF01402;	
A0A7V2AV72	unreviewed	A0A7V2AV72_9BACT	137	PF08753;PF01402;	
A0A7V2HJT6	unreviewed	A0A7V2HJT6_9BACT	138	PF08753;PF01402;	
A0A7V2N4N3	unreviewed	A0A7V2N4N3_9BACT	144	PF08753;PF01402;	
A0A7V2NV74	unreviewed	A0A7V2NV74_9BACT	139	PF08753;PF01402;	
A0A7V2SXY8	unreviewed	A0A7V2SXY8_9DELT	144	PF08753;PF01402;	
A0A7V2TWJ2	unreviewed	A0A7V2TWJ2_9DELT	139	PF08753;PF01402;	
A0A7V2UD52	unreviewed	A0A7V2UD52_9BACT	138	PF08753;PF01402;	
A0A7V2XSS0	unreviewed	A0A7V2XSS0_9BACT	144	PF08753;PF01402;	
A0A7V2Z0N0	unreviewed	A0A7V2Z0N0_9BACT	141	PF08753;PF01402;	
A0A7V3BJA4	unreviewed	A0A7V3BJA4_9BACT	139	PF08753;PF01402;	
A0A7V3DI45	unreviewed	A0A7V3DI45_9BACT	138	PF08753;PF01402;	
A0A7V3ELN4	unreviewed	A0A7V3ELN4_9BACT	138	PF08753;PF01402;	
A0A7V3FD06	unreviewed	A0A7V3FD06_9ACTN	189	PF01850;PF01402;	
A0A7V3FZU3	unreviewed	A0A7V3FZU3_9BACT	146	PF08753;PF01402;	
A0A7V3I6Z5	unreviewed	A0A7V3I6Z5_9BACT	139	PF08753;PF01402;	
A0A7V3L260	unreviewed	A0A7V3L260_9BACT	139	PF08753;PF01402;	
A0A7V3N9I7	unreviewed	A0A7V3N9I7_9BACT	136	PF08753;PF01402;	
A0A7V3PMK1	unreviewed	A0A7V3PMK1_9BACT	141	PF08753;PF01402;	
A0A7V3PRF2	unreviewed	A0A7V3PRF2_9BACT	146	PF08753;PF01402;	
A0A7V3PSE8	unreviewed	A0A7V3PSE8_9BACT	148	PF08753;PF01402;	
A0A7V3PXC7	unreviewed	A0A7V3PXC7_9BACT	143	PF08753;PF01402;	
A0A7V3QYX0	unreviewed	A0A7V3QYX0_9BACT	139	PF08753;PF01402;	
A0A7V3RI75	unreviewed	A0A7V3RI75_9BACT	139	PF08753;PF01402;	
A0A7V3SPH9	unreviewed	A0A7V3SPH9_9BACT	139	PF08753;PF01402;	
A0A7V3STF8	unreviewed	A0A7V3STF8_9DELT	138	PF08753;PF01402;	
A0A7V3T4K6	unreviewed	A0A7V3T4K6_9BACT	142	PF08753;PF01402;	
A0A7V3UKJ4	unreviewed	A0A7V3UKJ4_9BACT	137	PF08753;PF01402;	
A0A7V3X2T9	unreviewed	A0A7V3X2T9_9BACT	141	PF08753;PF01402;	
A0A7V3Y168	unreviewed	A0A7V3Y168_9SPIR	139	PF08753;PF01402;	
A0A7V3YCM4	unreviewed	A0A7V3YCM4_9BACT	138	PF08753;PF01402;	
A0A7V3YGT0	unreviewed	A0A7V3YGT0_9BACT	135	PF08753;PF01402;	
A0A7V3YMF5	unreviewed	A0A7V3YMF5_9BACT	135	PF08753;PF01402;	
A0A7V4AY15	unreviewed	A0A7V4AY15_9BACT	138	PF08753;PF01402;	
A0A7V4EI81	unreviewed	A0A7V4EI81_9BACT	138	PF08753;PF01402;	
A0A7V4G1E4	unreviewed	A0A7V4G1E4_9DELT	138	PF08753;PF01402;	
A0A7V4H9S2	unreviewed	A0A7V4H9S2_9BACT	149	PF08753;PF01402;	
A0A7V4IZV5	unreviewed	A0A7V4IZV5_9BACT	137	PF08753;PF01402;	
A0A7V4JPC1	unreviewed	A0A7V4JPC1_9BACT	140	PF08753;PF01402;	
A0A7V4M3P0	unreviewed	A0A7V4M3P0_9BACT	136	PF08753;PF01402;	
A0A7V4MG50	unreviewed	A0A7V4MG50_9BACT	143	PF08753;PF01402;	
A0A7V4N1E4	unreviewed	A0A7V4N1E4_9BACT	133	PF08753;PF01402;	
A0A7V4QEG2	unreviewed	A0A7V4QEG2_9BACT	138	PF08753;PF01402;	
A0A7V4SMJ4	unreviewed	A0A7V4SMJ4_9BACT	139	PF08753;PF01402;	
A0A7V4SZR5	unreviewed	A0A7V4SZR5_9BACT	137	PF08753;PF01402;	
A0A7V4T7G3	unreviewed	A0A7V4T7G3_9DELT	143	PF08753;PF01402;	
A0A7V4U1F0	unreviewed	A0A7V4U1F0_9BACT	140	PF08753;PF01402;	
A0A7V4UW41	unreviewed	A0A7V4UW41_9DELT	139	PF08753;PF01402;	
A0A7V4WLY2	unreviewed	A0A7V4WLY2_9BACT	135	PF08753;PF01402;	
A0A7V4X6T2	unreviewed	A0A7V4X6T2_9BACT	137	PF08753;PF01402;	
A0A7V4XGY3	unreviewed	A0A7V4XGY3_9BACT	139	PF08753;PF01402;	
A0A7V5AMD6	unreviewed	A0A7V5AMD6_9DELT	138	PF08753;PF01402;	
A0A7V5AQK2	unreviewed	A0A7V5AQK2_9BACT	148	PF08753;PF01402;	
A0A7V5CZR9	unreviewed	A0A7V5CZR9_9BACT	139	PF08753;PF01402;	
A0A7V5I038	unreviewed	A0A7V5I038_9BACT	137	PF08753;PF01402;	
A0A7V5IDY6	unreviewed	A0A7V5IDY6_9DELT	140	PF08753;PF01402;	
A0A7V5KGI7	unreviewed	A0A7V5KGI7_9BACT	129	PF08753;PF01402;	
A0A7V5N201	unreviewed	A0A7V5N201_9BACT	140	PF08753;PF01402;	
A0A7V5P0H6	unreviewed	A0A7V5P0H6_9BACT	140	PF08753;PF01402;	
A0A7V5R4I9	unreviewed	A0A7V5R4I9_9DELT	136	PF08753;PF01402;	
A0A7V5S8F1	unreviewed	A0A7V5S8F1_9BACT	138	PF08753;PF01402;	
A0A7V5UE45	unreviewed	A0A7V5UE45_9BACT	140	PF08753;PF01402;	
A0A7V5Y0H4	unreviewed	A0A7V5Y0H4_9BACT	137	PF08753;PF01402;	
A0A7V5YH90	unreviewed	A0A7V5YH90_9BACT	138	PF08753;PF01402;	
A0A7V5YTU5	unreviewed	A0A7V5YTU5_9BACT	138	PF08753;PF01402;	
A0A7V5ZFX1	unreviewed	A0A7V5ZFX1_9BACT	139	PF08753;PF01402;	
A0A7V6ANJ8	unreviewed	A0A7V6ANJ8_9BACT	133	PF08753;PF01402;	
A0A7V6C897	unreviewed	A0A7V6C897_9DELT	133	PF08753;PF01402;	
A0A7V6CE44	unreviewed	A0A7V6CE44_9BACT	140	PF08753;PF01402;	
A0A7V6DFF4	unreviewed	A0A7V6DFF4_9BACT	138	PF08753;PF01402;	
A0A7V6GKV1	unreviewed	A0A7V6GKV1_9ACTN	138	PF08753;PF01402;	
A0A7V6LGJ3	unreviewed	A0A7V6LGJ3_9BACT	137	PF08753;PF01402;	
A0A7V6YYZ5	unreviewed	A0A7V6YYZ5_9BACT	145	PF08753;PF01402;	
A0A7V7CWW0	unreviewed	A0A7V7CWW0_9PROT	157	PF08753;PF01402;	
A0A7V7D4L4	unreviewed	A0A7V7D4L4_9BACT	137	PF08753;PF01402;	
A0A7V7DRB7	unreviewed	A0A7V7DRB7_9PROT	164	PF08753;PF01402;	
A0A7V7E749	unreviewed	A0A7V7E749_9PROT	155	PF08753;PF01402;	
A0A7V7EA17	unreviewed	A0A7V7EA17_9BACT	138	PF08753;PF01402;	
A0A7V7F404	unreviewed	A0A7V7F404_9DELT	136	PF08753;PF01402;	
A0A7V7MY74	unreviewed	A0A7V7MY74_9PROT	156	PF08753;PF01402;	
A0A7V7WRS4	unreviewed	A0A7V7WRS4_9BURK	155	PF08753;PF01402;	
A0A7V8C0W6	unreviewed	A0A7V8C0W6_9RHOO	167	PF08753;PF01402;	
A0A7V8KQC7	unreviewed	A0A7V8KQC7_9SPHN	157	PF08753;PF01402;	
A0A7V8LDN5	unreviewed	A0A7V8LDN5_9BURK	146	PF08753;PF01402;	
A0A7V8RBB7	unreviewed	A0A7V8RBB7_9SPHN	158	PF08753;PF01402;	
A0A7V9ACJ6	unreviewed	A0A7V9ACJ6_9BACT	190	PF08753;PF01402;	
A0A7V9SLX1	unreviewed	A0A7V9SLX1_9BACT	151	PF08753;PF01402;	
A0A7W0D8M8	unreviewed	A0A7W0D8M8_9BACL	151	PF08753;PF01402;	
A0A7W0ELI0	unreviewed	A0A7W0ELI0_9DELT	138	PF08753;PF01402;	
A0A7W0F7N9	unreviewed	A0A7W0F7N9_9BACT	138	PF08753;PF01402;	
A0A7W0S9F4	unreviewed	A0A7W0S9F4_9BACT	148	PF08753;PF01402;	
A0A7W0ZN95	unreviewed	A0A7W0ZN95_9BACT	174	PF08753;PF01402;	
A0A7W1CDV8	unreviewed	A0A7W1CDV8_9BACT	143	PF08753;PF01402;	
A0A7W1D9M8	unreviewed	A0A7W1D9M8_9BACT	141	PF08753;PF01402;	
A0A7W1J1E3	unreviewed	A0A7W1J1E3_9BACT	151	PF08753;PF01402;	
A0A7W1QWS8	unreviewed	A0A7W1QWS8_9BACT	143	PF08753;PF01402;	
A0A7W1U6B3	unreviewed	A0A7W1U6B3_9BACT	142	PF08753;PF01402;	
A0A7W1UET7	unreviewed	A0A7W1UET7_9BACT	138	PF08753;PF01402;	
A0A7W1XRG7	unreviewed	A0A7W1XRG7_9BACL	139	PF08753;PF01402;	
A0A7W1ZJ46	unreviewed	A0A7W1ZJ46_9BACT	143	PF08753;PF01402;	
A0A7W2BD37	unreviewed	A0A7W2BD37_9HYPH	135	PF08753;PF01402;	
A0A7W2LLA5	unreviewed	A0A7W2LLA5_9PSED	138	PF08753;PF01402;	
A0A7W2VE69	unreviewed	A0A7W2VE69_9ENTR	133	PF08753;PF01402;	
A0A7W2WXH4	unreviewed	A0A7W2WXH4_9ENTR	138	PF08753;PF01402;	
A0A7W3B1B7	unreviewed	A0A7W3B1B7_9ENTR	138	PF08753;PF01402;	
A0A7W3BLX9	unreviewed	A0A7W3BLX9_9ENTR	133	PF08753;PF01402;	
A0A7W3BWF8	unreviewed	A0A7W3BWF8_9ENTR	133	PF08753;PF01402;	
A0A7W3E1Z2	unreviewed	A0A7W3E1Z2_9ENTR	133	PF08753;PF01402;	
A0A7W3EWB2	unreviewed	A0A7W3EWB2_CITFR	133	PF08753;PF01402;	
A0A7W3GCW8	unreviewed	A0A7W3GCW8_9ENTR	133	PF08753;PF01402;	
A0A7W3HLV2	unreviewed	A0A7W3HLV2_9ENTR	133	PF08753;PF01402;	
A0A7W3S9I1	unreviewed	A0A7W3S9I1_9HYPH	145	PF08753;PF01402;	
A0A7W3UCC1	unreviewed	A0A7W3UCC1_RHOPL	140	PF08753;PF01402;	
A0A7W4E0A9	unreviewed	A0A7W4E0A9_9FLAO	133	PF08753;PF01402;	
A0A7W4EGN2	unreviewed	A0A7W4EGN2_9FLAO	133	PF08753;PF01402;	
A0A7W4F042	unreviewed	A0A7W4F042_9FLAO	133	PF08753;PF01402;	
A0A7W4KKP8	unreviewed	A0A7W4KKP8_9ESCH	133	PF08753;PF01402;	
A0A7W4L3K3	unreviewed	A0A7W4L3K3_9ESCH	133	PF08753;PF01402;	
A0A7W4PD48	unreviewed	A0A7W4PD48_9PROT	137	PF08753;PF01402;	
A0A7W5C8K9	unreviewed	A0A7W5C8K9_9BACL	149	PF08753;PF01402;	
A0A7W5FPV4	unreviewed	A0A7W5FPV4_9BACL	152	PF08753;PF01402;	
A0A7W5GPV0	unreviewed	A0A7W5GPV0_9ACTN	140	PF08753;PF01402;	
A0A7W5GXA1	unreviewed	A0A7W5GXA1_9BURK	159	PF08753;PF01402;	
A0A7W5L6G4	unreviewed	A0A7W5L6G4_9HYPH	145	PF08753;PF01402;	
